Date,Total Monthly Precipitation,Average Monthly Temperature,CO2 Concentration,CH4 Concentration,N2O Concentration,SF6 Concentration,Latitude,Longitude
2012-03-31,0.3,283.46,398.32475,1879.2715,325.28975,7.71075,40.05,-105.004
2012-04-30,33.2,285.41,398.1163158,1882.821579,325.3897368,7.788947368,40.05,-105.004
2012-05-31,45.2,288.64,399.5748571,1893.237143,325.28,7.836470588,40.05,-105.004
2012-06-30,9.6,296.41,397.3760784,1870.97549,325.4111765,7.810196078,40.05,-105.004
2012-07-31,126.9,296.78,395.5269231,1863.948205,325.6938462,7.789487179,40.05,-105.004
2012-08-31,9.1,295.88,392.4214286,1884.677381,325.462619,7.852142857,40.05,-105.004
2012-09-30,57.6,291.85,393.4061538,1896.222051,325.6415385,7.931025641,40.05,-105.004
2012-10-31,36.7,283.45,396.7607143,1909.203214,325.7303571,7.937142857,40.05,-105.004
2012-11-30,7.1,280.83,401.1896552,1915.355,325.9734483,8.047931034,40.05,-105.004
2012-12-31,13.1,273.93,401.5968182,1911.356364,325.8740909,8.015238095,40.05,-105.004
2013-01-31,7,273.54,404.5892593,1933.823846,326.0633333,8.166296296,40.05,-105.004
2013-02-28,28.9,273.06,404.6634615,1922.8292,326.0553846,8.203076923,40.05,-105.004
2013-03-31,43.7,277.71,404.0083333,1926.765517,326.0826667,8.096551724,40.05,-105.004
2013-04-30,105.1,279.52,404.0525,1928.25375,326.3054167,8.148333333,40.05,-105.004
2013-05-31,67.4,287.24,400.6478571,1901.284286,326.4117857,8.170714286,40.05,-105.004
2013-06-30,15.5,294.01,398.9375,1895.772,326.553,8.1775,40.05,-105.004
2013-07-31,26.1,295.34,397.3176923,1887.484615,326.7269231,8.244615385,40.05,-105.004
2013-08-31,35.6,295.32,395.7434783,1885.725652,326.7043478,8.253043478,40.05,-105.004
2013-09-30,461.3,291.4,397.4373077,1906.165769,327.0003846,8.2632,40.05,-105.004
2013-10-31,56.9,281.78,397.8917857,1936.904286,326.8753571,8.34,40.05,-105.004
2013-11-30,7.5,279.21,401.3960714,1936.121786,326.94,8.368571429,40.05,-105.004
2013-12-31,12.8,272.72,405.91,1958.142692,327.2334615,8.451538462,40.05,-105.004
2014-01-31,42.5,274.46,405.8676923,1929.325185,327.3759259,8.404074074,40.05,-105.004
2014-02-28,17.3,273.01,405.5318182,1919.788571,327.2243478,8.468695652,40.05,-105.004
2014-03-31,41.2,279.43,404.6209091,1921.872857,327.2236364,8.362272727,40.05,-105.004
2014-04-30,47.6,282.89,403.8755556,1906.998148,327.4085185,8.468148148,40.05,-105.004
2014-05-31,112.5,286.62,401.9974074,1912.777407,327.7048148,8.453076923,40.05,-105.004
2014-06-30,21.4,292.02,398.4546667,1899.02,327.4366667,8.512666667,40.05,-105.004
2014-07-31,116.1,295.32,398.3916667,1897.375556,327.89,8.577777778,40.05,-105.004
2014-08-31,40.8,293.64,396.738,1892.816,327.9663333,8.631,40.05,-105.004
2014-09-30,73.4,290.65,398.5630769,1931.5672,328.2315385,8.639230769,40.05,-105.004
2014-10-31,29.5,285.94,400.2843333,1927.912143,328.1826667,8.698,40.05,-105.004
2014-11-30,22.5,276.53,404.302,1944.615263,328.4309524,8.755714286,40.05,-105.004
2014-12-31,34.8,274.02,409.9075,1956.188333,328.5745,8.78,40.05,-105.004
2015-01-31,9.8,275.46,408.4104545,1941.025,328.7978261,8.771818182,40.05,-105.004
2015-02-28,93.7,275.53,407.9861111,1937.363143,328.6325,8.810588235,40.05,-105.004
2015-03-31,9.7,280.81,406.1820833,1917.786957,328.5435417,8.795416667,40.05,-105.004
2015-04-30,114.3,283.01,406.0272222,1938.7125,328.7980556,8.831944444,40.05,-105.004
2015-05-31,198.8,284.35,404.922,1943.577,328.8886667,8.877666667,40.05,-105.004
2015-06-30,45,293.16,402.0756667,1925.775,328.898,8.814666667,40.05,-105.004
2015-07-31,75.9,294.3,399.7066667,1891.283333,328.4086667,8.779333333,40.05,-105.004
2015-08-31,8,295.13,399.4388571,1906.398286,328.7442857,8.947142857,40.05,-105.004
2015-09-30,3.6,293.06,401.7568182,1942.695,329.135,9.134090909,40.05,-105.004
2015-10-31,51.4,286.42,405.7936667,1976.847143,329.312,9.011785714,40.05,-105.004
2015-11-30,46.4,277.87,408.0061538,1936.108462,329.2407692,9.144230769,40.05,-105.004
2015-12-31,28.2,273.61,410.9628571,1961.697143,329.3489286,9.099642857,40.05,-105.004
2016-01-31,9.3,274.18,411.0623529,1947.702632,329.6457143,9.107368421,40.05,-105.004
2016-02-29,36.6,277.92,408.9923077,1917.226923,329.6007143,9.136428571,40.05,-105.004
2016-03-31,97.6,279.1,410.0565,1946.79,329.6409524,9.2905,40.05,-105.004
2016-04-30,84.9,282.45,409.4846667,1927.179032,329.58,9.180322581,40.05,-105.004
2016-05-31,50.9,285.24,405.8789286,1933.633571,329.6132143,9.22,40.05,-105.004
2016-06-30,60.4,294.36,405.3461538,1927.206538,330.0015385,9.255769231,40.05,-105.004
2016-07-31,15.6,296.31,407.4825,1913.19,329.9966667,9.165,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
,,,,,,,40.05,-105.004
